,ResolutionDateDay,Key
437,2011-07-01,1
438,2011-07-04,2
439,2011-07-06,1
440,2011-07-07,3
441,2011-07-08,1
442,2011-07-12,1
443,2011-07-13,2
444,2011-07-15,3
445,2011-07-17,1
446,2011-07-18,1
447,2011-07-20,1
448,2011-07-22,2
449,2011-07-26,2
450,2011-07-27,1
451,2011-07-28,1
452,2011-07-29,2
453,2011-08-01,1
454,2011-08-02,1
455,2011-08-03,1
456,2011-08-04,3
457,2011-08-07,1
458,2011-08-09,3
459,2011-08-10,3
460,2011-08-13,1
461,2011-08-15,1
462,2011-08-18,1
463,2011-08-19,2
464,2011-08-20,1
465,2011-08-22,1
466,2011-08-24,1
467,2011-08-26,3
468,2011-08-27,2
469,2011-08-29,1
470,2011-09-02,2
471,2011-09-07,1
472,2011-09-10,2
473,2011-09-12,2
474,2011-09-13,3
475,2011-09-16,2
476,2011-09-17,2
477,2011-09-20,1
478,2011-09-21,1
479,2011-09-22,2
480,2011-09-23,2
481,2011-09-24,1
482,2011-09-25,3
483,2011-10-01,2
484,2011-10-05,2
485,2011-10-08,1
486,2011-10-09,2
487,2011-10-10,1
488,2011-10-12,1
489,2011-10-14,1
490,2011-10-15,1
491,2011-10-18,1
492,2011-10-19,1
493,2011-10-20,2
494,2011-10-21,2
495,2011-10-22,1
496,2011-10-23,3
497,2011-10-24,1
498,2011-10-25,1
499,2011-10-26,1
500,2011-10-27,2
501,2011-10-28,1
502,2011-11-03,1
503,2011-11-05,2
504,2011-11-06,1
505,2011-11-09,3
506,2011-11-11,2
507,2011-11-12,3
508,2011-11-14,1
509,2011-11-15,3
510,2011-11-18,1
511,2011-11-21,1
512,2011-11-22,2
513,2011-11-26,1
514,2011-11-27,1
515,2011-11-28,1
516,2011-12-02,1
517,2011-12-03,1
518,2011-12-04,1
519,2011-12-05,1
520,2011-12-07,1
521,2011-12-08,1
522,2011-12-09,2
523,2011-12-12,2
524,2011-12-13,2
525,2011-12-14,1
526,2011-12-16,2
527,2011-12-19,2
528,2011-12-20,1
529,2011-12-22,3
530,2011-12-23,3
531,2011-12-24,1
532,2011-12-30,1
533,2012-01-02,1
534,2012-01-03,1
535,2012-01-04,1
536,2012-01-05,1
537,2012-01-07,1
538,2012-01-11,1
539,2012-01-13,1
540,2012-01-14,1
541,2012-01-17,1
542,2012-01-18,1
543,2012-01-19,4
544,2012-01-20,1
545,2012-01-23,1
546,2012-01-27,2
547,2012-01-30,1
548,2012-02-01,1
549,2012-02-03,2
550,2012-02-06,2
551,2012-02-07,2
552,2012-02-08,1
553,2012-02-09,1
554,2012-02-11,1
555,2012-02-15,2
556,2012-02-16,2
557,2012-02-22,3
558,2012-02-23,3
559,2012-02-24,4
560,2012-02-25,1
561,2012-02-27,2
562,2012-02-28,3
563,2012-02-29,3
564,2012-03-01,1
565,2012-03-02,1
566,2012-03-07,1
567,2012-03-09,2
568,2012-03-15,3
569,2012-03-16,3
570,2012-03-18,1
571,2012-03-20,1
572,2012-03-21,2
573,2012-03-31,2
574,2012-04-05,3
575,2012-04-06,1
576,2012-04-08,2
577,2012-04-10,1
578,2012-04-11,5
579,2012-04-17,1
580,2012-04-18,1
581,2012-04-20,2
582,2012-04-21,2
583,2012-04-22,1
584,2012-04-25,2
585,2012-04-26,1
586,2012-04-27,3
587,2012-04-29,3
588,2012-05-01,1
589,2012-05-05,1
590,2012-05-09,1
591,2012-05-10,2
592,2012-05-12,1
593,2012-05-16,2
594,2012-05-20,1
595,2012-05-22,1
596,2012-05-23,3
597,2012-05-29,2
598,2012-05-31,1
599,2012-06-02,3
600,2012-06-03,1
601,2012-06-04,1
602,2012-06-05,1
603,2012-06-08,2
604,2012-06-09,1
605,2012-06-11,2
606,2012-06-12,3
607,2012-06-13,1
608,2012-06-14,1
609,2012-06-15,2
610,2012-06-16,1
611,2012-06-18,1
612,2012-06-20,2
613,2012-06-25,1
614,2012-06-29,2
615,2012-06-30,1
616,2012-07-04,3
617,2012-07-08,1
618,2012-07-09,1
619,2012-07-12,1
620,2012-07-16,2
621,2012-07-19,1
622,2012-07-24,1
623,2012-07-26,3
624,2012-08-02,2
625,2012-08-04,1
626,2012-08-08,1
627,2012-08-13,5
628,2012-08-14,1
629,2012-08-15,2
630,2012-08-17,1
631,2012-08-20,4
632,2012-08-21,1
633,2012-08-22,1
634,2012-08-25,1
635,2012-08-26,3
636,2012-08-27,1
637,2012-09-01,1
638,2012-09-05,2
639,2012-09-07,1
640,2012-09-09,1
641,2012-09-10,3
642,2012-09-14,2
643,2012-09-17,2
644,2012-09-19,3
645,2012-09-20,1
646,2012-09-22,3
647,2012-09-24,2
648,2012-09-25,3
649,2012-09-27,6
650,2012-09-28,3
651,2012-09-30,1
652,2012-10-03,1
653,2012-10-05,2
654,2012-10-06,2
655,2012-10-07,1
656,2012-10-08,2
657,2012-10-09,1
658,2012-10-16,1
659,2012-10-17,2
660,2012-10-18,2
661,2012-10-20,1
662,2012-10-22,3
663,2012-10-23,4
664,2012-10-26,1
665,2012-10-27,1
666,2012-10-29,1
667,2012-10-30,2
668,2012-11-02,3
669,2012-11-03,1
670,2012-11-04,1
671,2012-11-06,1
672,2012-11-07,1
673,2012-11-10,1
674,2012-11-13,1
675,2012-11-16,1
676,2012-11-18,2
677,2012-11-22,1
678,2012-11-23,2
679,2012-11-25,1
680,2012-11-28,1
681,2012-11-29,3
682,2012-12-12,1
683,2012-12-13,1
684,2012-12-14,3
685,2012-12-15,1
686,2012-12-17,1
687,2012-12-18,3
688,2012-12-20,1
689,2012-12-21,1
690,2012-12-22,2
691,2012-12-25,1
692,2012-12-29,1
693,2013-01-02,1
694,2013-01-05,2
695,2013-01-07,1
696,2013-01-09,1
697,2013-01-10,2
698,2013-01-11,2
699,2013-01-12,1
700,2013-01-13,1
701,2013-01-15,1
702,2013-01-16,1
703,2013-01-18,2
704,2013-01-19,2
705,2013-01-21,3
706,2013-01-24,2
707,2013-01-25,2
708,2013-01-26,1
709,2013-01-30,1
710,2013-02-01,4
711,2013-02-03,2
712,2013-02-04,2
713,2013-02-05,2
714,2013-02-07,4
715,2013-02-09,1
716,2013-02-11,1
717,2013-02-12,5
718,2013-02-15,1
719,2013-02-16,1
720,2013-02-27,1
721,2013-02-28,4
722,2013-03-01,1
723,2013-03-04,1
724,2013-03-05,1
725,2013-03-07,4
726,2013-03-12,2
727,2013-03-13,1
728,2013-03-15,1
729,2013-03-16,1
730,2013-03-17,1
731,2013-03-18,1
732,2013-03-19,1
733,2013-03-20,1
734,2013-03-21,3
735,2013-03-22,3
736,2013-03-25,2
737,2013-03-27,1
738,2013-03-28,2
739,2013-04-03,1
740,2013-04-05,1
741,2013-04-06,1
742,2013-04-10,2
743,2013-04-17,12
744,2013-04-22,3
745,2013-04-24,1
746,2013-04-25,3
747,2013-04-26,1
748,2013-04-27,1
749,2013-04-28,1
750,2013-04-30,2
751,2013-05-01,1
752,2013-05-08,1
753,2013-05-10,2
754,2013-05-11,1
755,2013-05-12,1
756,2013-05-14,1
757,2013-05-17,4
758,2013-05-22,1
759,2013-05-23,1
760,2013-05-24,2
761,2013-05-25,2
762,2013-05-30,1
763,2013-05-31,2
764,2013-06-02,2
765,2013-06-03,2
766,2013-06-04,1
767,2013-06-06,1
768,2013-06-07,1
769,2013-06-09,1
770,2013-06-20,2
771,2013-06-21,1
772,2013-06-23,3
773,2013-06-27,1
774,2013-07-01,1
775,2013-07-02,1
776,2013-07-03,1
777,2013-07-09,1
778,2013-07-10,3
779,2013-07-11,3
780,2013-07-14,2
781,2013-07-16,1
782,2013-07-17,3
783,2013-07-22,2
784,2013-07-23,4
785,2013-07-26,1
786,2013-07-27,1
787,2013-07-29,1
788,2013-07-30,4
789,2013-08-01,2
790,2013-08-03,1
791,2013-08-05,1
792,2013-08-06,1
793,2013-08-07,2
794,2013-08-08,3
795,2013-08-12,1
796,2013-08-13,1
797,2013-08-15,2
798,2013-08-19,1
799,2013-08-20,1
800,2013-08-22,5
801,2013-08-23,5
802,2013-08-25,1
803,2013-08-26,4
804,2013-08-27,1
805,2013-08-30,1
806,2013-08-31,3
807,2013-09-01,1
808,2013-09-02,2
809,2013-09-03,4
810,2013-09-05,1
811,2013-09-08,1
812,2013-09-10,1
813,2013-09-11,1
814,2013-09-12,2
815,2013-09-13,2
816,2013-09-14,1
817,2013-09-16,4
818,2013-09-17,2
819,2013-09-18,1
820,2013-09-24,1
821,2013-09-26,1
822,2013-09-28,1
823,2013-09-29,2
824,2013-09-30,3
825,2013-10-01,2
826,2013-10-02,1
827,2013-10-03,1
828,2013-10-04,1
829,2013-10-07,2
830,2013-10-08,1
831,2013-10-10,4
832,2013-10-11,1
833,2013-10-12,4
834,2013-10-15,1
835,2013-10-17,3
836,2013-10-19,1
837,2013-10-20,1
838,2013-10-21,5
839,2013-10-22,1
840,2013-10-23,2
841,2013-10-25,2
842,2013-10-26,2
843,2013-10-28,2
844,2013-10-29,2
845,2013-10-31,2
846,2013-11-04,2
847,2013-11-06,2
848,2013-11-08,2
849,2013-11-09,1
850,2013-11-11,2
851,2013-11-12,1
852,2013-11-13,1
853,2013-11-14,2
854,2013-11-18,1
855,2013-11-19,3
856,2013-11-20,1
857,2013-11-21,2
858,2013-11-22,1
859,2013-11-24,1
860,2013-11-26,1
861,2013-11-27,2
862,2013-11-28,1
863,2013-12-02,3
864,2013-12-03,3
865,2013-12-04,1
866,2013-12-06,1
867,2013-12-07,2
868,2013-12-10,2
869,2013-12-12,3
870,2013-12-14,3
871,2013-12-17,1
872,2013-12-18,1
873,2013-12-20,2
874,2013-12-22,1
875,2013-12-26,1
876,2014-01-03,3
877,2014-01-04,2
878,2014-01-07,1
879,2014-01-10,4
880,2014-01-13,2
881,2014-01-18,1
882,2014-01-22,1
883,2014-01-28,3
884,2014-01-29,1
885,2014-01-31,2
886,2014-02-03,5
887,2014-02-04,1
888,2014-02-05,3
889,2014-02-06,2
890,2014-02-07,1
891,2014-02-08,1
892,2014-02-09,1
893,2014-02-10,1
894,2014-02-12,2
895,2014-02-16,2
896,2014-02-17,3
897,2014-02-18,2
898,2014-02-20,1
899,2014-02-24,1
900,2014-02-25,1
901,2014-02-27,1
902,2014-02-28,4
903,2014-03-03,1
904,2014-03-04,1
905,2014-03-05,5
906,2014-03-06,1
907,2014-03-07,2
908,2014-03-09,1
909,2014-03-11,1
910,2014-03-12,1
911,2014-03-13,1
912,2014-03-17,2
913,2014-03-18,3
914,2014-03-19,2
915,2014-03-23,1
916,2014-03-24,2
917,2014-03-25,1
918,2014-03-28,3
919,2014-04-01,1
920,2014-04-02,1
921,2014-04-03,1
922,2014-04-04,1
923,2014-04-07,2
924,2014-04-09,1
925,2014-04-10,3
926,2014-04-11,1
927,2014-04-15,4
928,2014-04-16,1
929,2014-04-23,2
930,2014-04-24,2
931,2014-04-25,1
932,2014-04-28,1
933,2014-05-02,2
934,2014-05-04,2
935,2014-05-05,1
936,2014-05-06,1
937,2014-05-08,2
938,2014-05-09,2
939,2014-05-13,2
940,2014-05-20,1
941,2014-05-22,1
942,2014-05-23,3
943,2014-05-24,1
944,2014-05-26,1
945,2014-05-28,2
946,2014-06-05,1
947,2014-06-06,2
948,2014-06-10,1
949,2014-06-11,1
950,2014-06-13,2
951,2014-06-16,1
952,2014-06-17,1
953,2014-06-19,1
954,2014-06-20,1
955,2014-06-26,7
956,2014-07-02,3
957,2014-07-03,3
958,2014-07-04,2
959,2014-07-06,1
960,2014-07-08,1
961,2014-07-10,1
962,2014-07-11,2
963,2014-07-20,3
964,2014-07-21,1
965,2014-07-22,2
966,2014-07-23,1
967,2014-07-24,1
968,2014-07-25,2
969,2014-07-28,1
970,2014-07-29,1
971,2014-07-31,1
972,2014-08-04,2
973,2014-08-07,1
974,2014-08-12,1
975,2014-08-13,2
976,2014-08-15,2
977,2014-08-16,1
978,2014-08-18,2
979,2014-08-20,3
980,2014-08-22,5
981,2014-08-26,1
982,2014-08-27,4
983,2014-08-29,2
984,2014-08-30,3
985,2014-09-01,3
986,2014-09-02,1
987,2014-09-07,1
988,2014-09-09,2
989,2014-09-10,1
990,2014-09-11,2
991,2014-09-16,3
992,2014-09-17,1
993,2014-09-21,1
994,2014-09-22,2
995,2014-09-23,1
996,2014-09-24,1
997,2014-09-26,1
998,2014-09-27,5
999,2014-09-28,1
1000,2014-09-30,1
1001,2014-10-01,1
1002,2014-10-09,6
1003,2014-10-11,3
1004,2014-10-15,1
1005,2014-10-17,2
1006,2014-10-20,5
1007,2014-10-27,4
1008,2014-10-28,1
1009,2014-10-29,1
1010,2014-10-30,2
1011,2014-10-31,1
1012,2014-11-01,4
1013,2014-11-02,1
1014,2014-11-04,1
1015,2014-11-05,2
1016,2014-11-07,2
1017,2014-11-11,3
1018,2014-11-13,3
1019,2014-11-14,2
1020,2014-11-17,1
1021,2014-11-19,2
1022,2014-11-20,4
1023,2014-11-21,2
1024,2014-11-28,1
1025,2014-11-30,7
1026,2014-12-02,2
1027,2014-12-03,4
1028,2014-12-04,3
1029,2014-12-05,4
1030,2014-12-08,1
1031,2014-12-09,1
1032,2014-12-10,1
1033,2014-12-12,1
1034,2014-12-16,1
1035,2014-12-17,2
1036,2014-12-18,2
1037,2014-12-21,1
1038,2014-12-24,1
1039,2014-12-29,1
1040,2014-12-31,1
1041,2015-01-04,3
1042,2015-01-07,2
1043,2015-01-08,1
1044,2015-01-09,2
1045,2015-01-11,1
1046,2015-01-12,2
1047,2015-01-13,1
1048,2015-01-14,1
1049,2015-01-15,1
1050,2015-01-17,1
1051,2015-01-18,1
1052,2015-01-22,1
1053,2015-01-29,2
1054,2015-02-02,1
1055,2015-02-04,1
1056,2015-02-06,2
1057,2015-02-09,1
1058,2015-02-10,4
1059,2015-02-11,1
1060,2015-02-12,4
1061,2015-02-14,1
1062,2015-02-15,10
1063,2015-02-16,2
1064,2015-02-18,2
1065,2015-02-20,1
1066,2015-02-22,1
1067,2015-02-23,1
1068,2015-02-26,3
1069,2015-02-28,1
1070,2015-03-02,4
1071,2015-03-03,3
1072,2015-03-04,4
1073,2015-03-05,2
1074,2015-03-06,2
1075,2015-03-09,7
1076,2015-03-10,3
1077,2015-03-13,1
1078,2015-03-14,4
1079,2015-03-17,2
1080,2015-03-18,1
1081,2015-03-19,3
1082,2015-03-20,3
1083,2015-03-21,2
1084,2015-03-23,1
1085,2015-03-26,3
1086,2015-03-29,2
1087,2015-03-30,3
1088,2015-04-02,3
1089,2015-04-03,1
1090,2015-04-04,1
1091,2015-04-06,1
1092,2015-04-09,1
1093,2015-04-10,1
1094,2015-04-13,1
1095,2015-04-14,1
1096,2015-04-15,1
1097,2015-04-17,1
1098,2015-04-18,1
1099,2015-04-19,2
1100,2015-04-20,2
1101,2015-04-22,4
1102,2015-04-23,4
1103,2015-04-24,1
1104,2015-04-28,2
1105,2015-04-29,2
1106,2015-04-30,2
1107,2015-05-04,4
1108,2015-05-06,2
1109,2015-05-07,3
1110,2015-05-10,3
1111,2015-05-19,1
1112,2015-05-21,3
1113,2015-05-22,1
1114,2015-05-27,3
1115,2015-05-29,2
1116,2015-06-01,1
1117,2015-06-04,1
1118,2015-06-11,1
1119,2015-06-13,1
1120,2015-06-15,3
1121,2015-06-18,1
1122,2015-06-19,1
1123,2015-06-23,1
1124,2015-06-25,3
1125,2015-06-27,1
1126,2015-06-29,1
1127,2015-07-01,2
1128,2015-07-02,1
1129,2015-07-06,1
1130,2015-07-09,3
1131,2015-07-10,4
1132,2015-07-11,1
1133,2015-07-14,4
1134,2015-07-16,1
1135,2015-07-17,1
1136,2015-07-18,2
1137,2015-07-20,3
1138,2015-07-22,1
1139,2015-07-23,1
1140,2015-07-24,2
1141,2015-07-26,2
1142,2015-07-27,2
1143,2015-07-28,2
1144,2015-07-29,4
1145,2015-07-31,2
1146,2015-08-03,1
1147,2015-08-05,4
1148,2015-08-06,1
1149,2015-08-07,1
1150,2015-08-09,1
1151,2015-08-10,1
1152,2015-08-19,1
1153,2015-08-20,1
1154,2015-08-21,1
1155,2015-08-25,1
1156,2015-08-27,1
1157,2015-08-28,1
1158,2015-09-05,1
1159,2015-09-08,1
1160,2015-09-09,2
1161,2015-09-11,3
1162,2015-09-13,1
1163,2015-09-14,1
1164,2015-09-15,2
1165,2015-09-16,2
1166,2015-09-17,1
1167,2015-09-18,1
1168,2015-09-22,2
1169,2015-09-24,1
1170,2015-09-25,2
1171,2015-09-26,1
1172,2015-09-28,1
1173,2015-09-29,1
1174,2015-10-03,1
1175,2015-10-07,1
1176,2015-10-08,3
1177,2015-10-09,1
1178,2015-10-10,1
1179,2015-10-11,1
1180,2015-10-12,1
1181,2015-10-14,1
1182,2015-10-15,1
1183,2015-10-17,3
1184,2015-10-19,1
1185,2015-10-24,5
1186,2015-10-25,1
1187,2015-10-27,3
1188,2015-10-28,1
1189,2015-10-29,1
1190,2015-10-30,1
1191,2015-11-04,1
1192,2015-11-06,1
1193,2015-11-11,1
1194,2015-11-13,4
1195,2015-11-16,2
1196,2015-11-18,1
1197,2015-11-21,2
1198,2015-11-22,3
1199,2015-11-23,1
1200,2015-11-25,1
1201,2015-11-26,1
1202,2015-11-28,2
1203,2015-12-01,1
1204,2015-12-03,1
1205,2015-12-05,2
1206,2015-12-09,1
1207,2015-12-12,2
1208,2015-12-14,2
1209,2015-12-16,3
1210,2015-12-17,1
1211,2015-12-18,1
1212,2015-12-20,1
1213,2015-12-21,1
1214,2015-12-22,1
1215,2015-12-23,1
1216,2015-12-25,1
1217,2015-12-30,1
1218,2016-01-04,1
1219,2016-01-05,1
1220,2016-01-08,1
1221,2016-01-09,2
1222,2016-01-12,1
1223,2016-01-13,1
1224,2016-01-14,1
1225,2016-01-20,1
1226,2016-01-24,1
1227,2016-01-25,1
1228,2016-01-26,1
1229,2016-01-28,3
1230,2016-01-31,1
1231,2016-02-01,1
1232,2016-02-03,1
1233,2016-02-04,1
1234,2016-02-05,2
1235,2016-02-06,1
1236,2016-02-08,1
1237,2016-02-09,1
1238,2016-02-10,1
1239,2016-02-12,2
1240,2016-02-13,1
1241,2016-02-17,2
1242,2016-02-18,1
1243,2016-02-19,1
1244,2016-02-24,2
1245,2016-02-25,3
1246,2016-03-04,6
