,ResolutionDateDay,Key
391,2011-02-17,1
392,2011-02-20,2
393,2011-02-25,2
394,2011-02-26,2
395,2011-02-28,2
396,2011-03-02,1
397,2011-03-03,4
398,2011-03-04,2
399,2011-03-05,1
400,2011-03-06,1
401,2011-03-07,2
402,2011-03-10,1
403,2011-03-12,1
404,2011-03-14,5
405,2011-03-15,3
406,2011-03-16,2
407,2011-03-17,3
408,2011-03-18,1
409,2011-03-19,1
410,2011-03-21,1
411,2011-03-22,8
412,2011-03-24,8
413,2011-03-25,1
414,2011-03-26,2
415,2011-03-29,1
416,2011-03-31,1
417,2011-04-01,1
418,2011-04-02,1
419,2011-04-04,2
420,2011-04-05,1
421,2011-04-06,1
422,2011-04-07,2
423,2011-04-08,2
424,2011-04-09,1
425,2011-04-10,1
426,2011-04-11,1
427,2011-04-13,2
428,2011-04-14,3
429,2011-04-15,2
430,2011-04-16,1
431,2011-04-18,1
432,2011-04-19,1
433,2011-04-20,2
434,2011-04-21,1
435,2011-04-25,4
436,2011-04-26,1
437,2011-04-27,1
438,2011-04-28,1
439,2011-05-02,4
440,2011-05-03,1
441,2011-05-04,6
442,2011-05-05,1
443,2011-05-06,4
444,2011-05-12,1
445,2011-05-13,2
446,2011-05-14,1
447,2011-05-18,1
448,2011-05-19,3
449,2011-05-20,1
450,2011-05-23,3
451,2011-05-24,1
452,2011-05-25,2
453,2011-05-31,1
454,2011-06-05,1
455,2011-06-08,1
456,2011-06-10,2
457,2011-06-12,1
458,2011-06-13,3
459,2011-06-14,1
460,2011-06-16,5
461,2011-06-21,3
462,2011-06-25,1
463,2011-06-26,1
464,2011-06-27,2
465,2011-06-28,2
466,2011-06-29,2
467,2011-07-01,1
468,2011-07-02,1
469,2011-07-06,2
470,2011-07-07,3
471,2011-07-08,2
472,2011-07-13,2
473,2011-07-16,2
474,2011-07-19,2
475,2011-07-20,4
476,2011-07-21,1
477,2011-07-22,2
478,2011-07-23,2
479,2011-07-24,2
480,2011-07-26,1
481,2011-07-27,1
482,2011-07-29,1
483,2011-07-30,1
484,2011-07-31,1
485,2011-08-03,3
486,2011-08-06,1
487,2011-08-09,3
488,2011-08-10,3
489,2011-08-12,1
490,2011-08-13,2
491,2011-08-15,2
492,2011-08-16,1
493,2011-08-17,1
494,2011-08-19,4
495,2011-08-20,2
496,2011-08-23,1
497,2011-08-25,2
498,2011-08-26,2
499,2011-08-27,1
500,2011-08-29,1
501,2011-08-30,3
502,2011-08-31,2
503,2011-09-03,1
504,2011-09-07,3
505,2011-09-08,5
506,2011-09-09,4
507,2011-09-10,4
508,2011-09-12,2
509,2011-09-13,1
510,2011-09-14,2
511,2011-09-15,4
512,2011-09-16,3
513,2011-09-17,3
514,2011-09-18,1
515,2011-09-19,1
516,2011-09-20,1
517,2011-09-21,1
518,2011-09-22,1
519,2011-09-23,6
520,2011-09-28,1
521,2011-09-29,2
522,2011-09-30,4
523,2011-10-01,1
524,2011-10-02,1
525,2011-10-03,2
526,2011-10-04,5
527,2011-10-05,3
528,2011-10-06,3
529,2011-10-10,1
530,2011-10-11,1
531,2011-10-12,2
532,2011-10-13,6
533,2011-10-14,3
534,2011-10-16,1
535,2011-10-17,4
536,2011-10-19,2
537,2011-10-20,4
538,2011-10-21,2
539,2011-10-23,1
540,2011-10-24,1
541,2011-10-25,2
542,2011-10-26,3
543,2011-10-27,3
544,2011-10-28,7
545,2011-10-29,2
546,2011-11-01,4
547,2011-11-02,2
548,2011-11-03,2
549,2011-11-04,1
550,2011-11-05,2
551,2011-11-06,2
552,2011-11-08,1
553,2011-11-09,1
554,2011-11-10,1
555,2011-11-11,4
556,2011-11-13,3
557,2011-11-14,1
558,2011-11-15,2
559,2011-11-16,5
560,2011-11-17,3
561,2011-11-18,4
562,2011-11-19,3
563,2011-11-22,3
564,2011-11-23,3
565,2011-11-24,2
566,2011-11-25,1
567,2011-11-26,1
568,2011-11-28,3
569,2011-11-29,4
570,2011-11-30,1
571,2011-12-01,1
572,2011-12-02,1
573,2011-12-04,1
574,2011-12-05,3
575,2011-12-06,2
576,2011-12-07,1
577,2011-12-08,5
578,2011-12-09,5
579,2011-12-10,4
580,2011-12-11,1
581,2011-12-12,4
582,2011-12-13,1
583,2011-12-14,2
584,2011-12-15,2
585,2011-12-17,3
586,2011-12-19,3
587,2011-12-20,2
588,2011-12-21,3
589,2011-12-22,2
590,2011-12-28,1
591,2011-12-31,1
592,2012-01-02,1
593,2012-01-03,1
594,2012-01-04,1
595,2012-01-05,1
596,2012-01-06,2
597,2012-01-07,6
598,2012-01-10,4
599,2012-01-11,5
600,2012-01-12,1
601,2012-01-14,2
602,2012-01-16,1
603,2012-01-17,1
604,2012-01-20,1
605,2012-01-23,1
606,2012-01-25,1
607,2012-01-26,4
608,2012-01-27,1
609,2012-01-31,1
610,2012-02-01,3
611,2012-02-07,2
612,2012-02-08,1
613,2012-02-09,1
614,2012-02-10,3
615,2012-02-13,1
616,2012-02-14,3
617,2012-02-15,1
618,2012-02-16,1
619,2012-02-17,4
620,2012-02-18,2
621,2012-02-22,2
622,2012-02-23,1
623,2012-02-24,6
624,2012-02-27,2
625,2012-02-28,3
626,2012-02-29,1
627,2012-03-01,2
628,2012-03-02,2
629,2012-03-03,1
630,2012-03-05,2
631,2012-03-06,2
632,2012-03-08,2
633,2012-03-09,2
634,2012-03-10,1
635,2012-03-12,4
636,2012-03-13,2
637,2012-03-15,1
638,2012-03-16,3
639,2012-03-18,1
640,2012-03-19,3
641,2012-03-20,2
642,2012-03-21,3
643,2012-03-22,2
644,2012-03-23,1
645,2012-03-24,1
646,2012-03-26,3
647,2012-03-27,2
648,2012-03-29,1
649,2012-04-02,4
650,2012-04-03,4
651,2012-04-04,1
652,2012-04-06,4
653,2012-04-07,1
654,2012-04-08,1
655,2012-04-09,3
656,2012-04-10,4
657,2012-04-12,5
658,2012-04-13,2
659,2012-04-15,1
660,2012-04-16,2
661,2012-04-17,1
662,2012-04-18,9
663,2012-04-19,1
664,2012-04-23,5
665,2012-04-24,2
666,2012-04-25,6
667,2012-04-26,3
668,2012-04-27,1
669,2012-04-28,1
670,2012-04-30,2
671,2012-05-01,2
672,2012-05-03,2
673,2012-05-04,2
674,2012-05-06,1
675,2012-05-08,1
676,2012-05-09,2
677,2012-05-10,1
678,2012-05-11,3
679,2012-05-12,1
680,2012-05-13,1
681,2012-05-14,2
682,2012-05-15,1
683,2012-05-17,4
684,2012-05-18,3
685,2012-05-19,3
686,2012-05-21,1
687,2012-05-22,1
688,2012-05-23,3
689,2012-05-25,1
690,2012-05-26,1
691,2012-05-27,2
692,2012-05-28,2
693,2012-05-29,7
694,2012-05-30,6
695,2012-05-31,3
696,2012-06-01,2
697,2012-06-03,1
698,2012-06-04,4
699,2012-06-05,3
700,2012-06-06,1
701,2012-06-07,1
702,2012-06-09,1
703,2012-06-14,2
704,2012-06-15,1
705,2012-06-19,2
706,2012-06-20,1
707,2012-06-21,2
708,2012-06-23,1
709,2012-06-25,1
710,2012-06-27,2
711,2012-06-28,1
712,2012-06-29,1
713,2012-07-02,4
714,2012-07-03,3
715,2012-07-04,2
716,2012-07-05,4
717,2012-07-06,4
718,2012-07-07,1
719,2012-07-08,1
720,2012-07-09,1
721,2012-07-10,2
722,2012-07-11,4
723,2012-07-12,1
724,2012-07-13,2
725,2012-07-14,1
726,2012-07-16,1
727,2012-07-17,1
728,2012-07-18,2
729,2012-07-19,4
730,2012-07-22,2
731,2012-07-23,2
732,2012-07-24,1
733,2012-07-25,2
734,2012-07-27,1
735,2012-07-30,1
736,2012-08-02,1
737,2012-08-03,1
738,2012-08-09,4
739,2012-08-13,1
740,2012-08-15,4
741,2012-08-16,6
742,2012-08-17,3
743,2012-08-20,4
744,2012-08-21,4
745,2012-08-22,1
746,2012-08-24,4
747,2012-08-25,4
748,2012-08-26,1
749,2012-08-27,2
750,2012-08-28,5
751,2012-08-29,3
752,2012-08-30,4
753,2012-08-31,7
754,2012-09-01,2
755,2012-09-04,4
756,2012-09-05,1
757,2012-09-06,4
758,2012-09-07,2
759,2012-09-08,1
760,2012-09-10,3
761,2012-09-11,2
762,2012-09-12,4
763,2012-09-13,4
764,2012-09-14,1
765,2012-09-15,1
766,2012-09-16,1
767,2012-09-17,2
768,2012-09-18,3
769,2012-09-19,4
770,2012-09-20,8
771,2012-09-21,3
772,2012-09-22,1
773,2012-09-23,1
774,2012-09-24,2
775,2012-09-25,2
776,2012-09-27,3
777,2012-09-28,2
778,2012-09-29,2
779,2012-10-01,4
780,2012-10-02,4
781,2012-10-03,1
782,2012-10-04,3
783,2012-10-05,3
784,2012-10-06,1
785,2012-10-09,2
786,2012-10-10,4
787,2012-10-11,1
788,2012-10-12,2
789,2012-10-16,3
790,2012-10-18,3
791,2012-10-19,3
792,2012-10-20,1
793,2012-10-22,4
794,2012-10-24,5
795,2012-10-25,3
796,2012-10-27,1
797,2012-10-29,1
798,2012-10-31,2
799,2012-11-01,2
800,2012-11-02,2
801,2012-11-03,1
802,2012-11-04,2
803,2012-11-06,1
804,2012-11-07,3
805,2012-11-08,7
806,2012-11-09,2
807,2012-11-10,1
808,2012-11-11,1
809,2012-11-12,1
810,2012-11-13,2
811,2012-11-14,2
812,2012-11-15,3
813,2012-11-16,2
814,2012-11-17,1
815,2012-11-26,1
816,2012-11-27,1
817,2012-11-28,4
818,2012-11-29,3
819,2012-11-30,2
820,2012-12-03,4
821,2012-12-04,6
822,2012-12-05,2
823,2012-12-06,1
824,2012-12-07,1
825,2012-12-08,3
826,2012-12-10,3
827,2012-12-11,4
828,2012-12-12,1
829,2012-12-13,1
830,2012-12-14,2
831,2012-12-18,4
832,2012-12-19,2
833,2012-12-20,2
834,2012-12-21,1
835,2012-12-24,1
836,2012-12-25,1
837,2012-12-26,1
838,2012-12-28,3
839,2012-12-29,3
840,2012-12-30,1
841,2012-12-31,1
842,2013-01-01,1
843,2013-01-02,2
844,2013-01-03,3
845,2013-01-04,3
846,2013-01-05,1
847,2013-01-06,1
848,2013-01-07,1
849,2013-01-08,1
850,2013-01-09,3
851,2013-01-10,2
852,2013-01-11,14
853,2013-01-14,3
854,2013-01-15,5
855,2013-01-16,10
856,2013-01-17,3
857,2013-01-18,5
858,2013-01-19,2
859,2013-01-21,3
860,2013-01-22,4
861,2013-01-23,6
862,2013-01-24,2
863,2013-01-25,3
864,2013-01-26,3
865,2013-01-27,2
866,2013-01-28,4
867,2013-01-29,1
868,2013-01-30,2
869,2013-01-31,4
870,2013-02-01,4
871,2013-02-02,1
872,2013-02-04,1
873,2013-02-05,1
874,2013-02-06,4
875,2013-02-07,5
876,2013-02-08,1
877,2013-02-09,1
878,2013-02-11,2
879,2013-02-12,6
880,2013-02-14,2
881,2013-02-15,1
882,2013-02-17,1
883,2013-02-21,4
884,2013-02-22,3
885,2013-02-23,2
886,2013-02-25,5
887,2013-02-26,9
888,2013-02-27,4
889,2013-02-28,5
890,2013-03-01,2
891,2013-03-04,4
892,2013-03-05,2
893,2013-03-06,2
894,2013-03-07,5
895,2013-03-08,9
896,2013-03-11,3
897,2013-03-12,2
898,2013-03-13,3
899,2013-03-14,3
900,2013-03-15,5
901,2013-03-18,5
902,2013-03-19,5
903,2013-03-20,3
904,2013-03-21,4
905,2013-03-22,7
906,2013-03-23,2
907,2013-03-24,1
908,2013-03-25,2
909,2013-03-26,3
910,2013-03-27,2
911,2013-03-28,1
912,2013-03-29,2
913,2013-03-30,1
914,2013-03-31,1
915,2013-04-01,5
916,2013-04-02,4
917,2013-04-03,6
918,2013-04-04,9
919,2013-04-05,3
920,2013-04-06,2
921,2013-04-08,5
922,2013-04-09,7
923,2013-04-10,4
924,2013-04-11,1
925,2013-04-12,4
926,2013-04-13,2
927,2013-04-14,1
928,2013-04-15,2
929,2013-04-16,2
930,2013-04-17,2
931,2013-04-18,1
932,2013-04-19,4
933,2013-04-20,1
934,2013-04-22,1
935,2013-04-23,7
936,2013-04-24,10
937,2013-04-25,5
938,2013-04-26,2
939,2013-04-28,2
940,2013-04-29,4
941,2013-04-30,2
942,2013-05-01,3
943,2013-05-02,2
944,2013-05-03,5
945,2013-05-05,3
946,2013-05-07,1
947,2013-05-08,1
948,2013-05-09,4
949,2013-05-13,2
950,2013-05-14,3
951,2013-05-15,7
952,2013-05-16,2
953,2013-05-17,2
954,2013-05-18,1
955,2013-05-19,1
956,2013-05-20,1
957,2013-05-21,6
958,2013-05-22,6
959,2013-05-23,4
960,2013-05-24,6
961,2013-05-25,3
962,2013-05-29,2
963,2013-05-30,4
964,2013-05-31,2
965,2013-06-01,1
966,2013-06-03,1
967,2013-06-05,3
968,2013-06-06,2
969,2013-06-07,1
970,2013-06-09,1
971,2013-06-10,2
972,2013-06-11,2
973,2013-06-12,2
974,2013-06-14,2
975,2013-06-15,2
976,2013-06-17,1
977,2013-06-18,1
978,2013-06-19,6
979,2013-06-21,1
980,2013-06-22,4
981,2013-06-23,2
982,2013-06-24,3
983,2013-06-25,2
984,2013-06-27,2
985,2013-06-28,1
986,2013-07-01,1
987,2013-07-02,2
988,2013-07-03,2
989,2013-07-04,2
990,2013-07-05,4
991,2013-07-06,2
992,2013-07-08,3
993,2013-07-09,7
994,2013-07-10,4
995,2013-07-11,5
996,2013-07-12,1
997,2013-07-13,1
998,2013-07-15,6
999,2013-07-17,3
1000,2013-07-18,6
1001,2013-07-19,4
1002,2013-07-21,3
1003,2013-07-22,4
1004,2013-07-23,2
1005,2013-07-24,1
1006,2013-07-25,1
1007,2013-07-26,3
1008,2013-07-27,2
1009,2013-07-28,4
1010,2013-07-29,1
1011,2013-07-30,6
1012,2013-07-31,2
1013,2013-08-01,2
1014,2013-08-02,20
1015,2013-08-04,2
1016,2013-08-05,5
1017,2013-08-06,3
1018,2013-08-07,1
1019,2013-08-08,4
1020,2013-08-09,7
1021,2013-08-10,3
1022,2013-08-11,1
1023,2013-08-12,2
1024,2013-08-13,10
1025,2013-08-14,6
1026,2013-08-15,7
1027,2013-08-16,5
1028,2013-08-17,1
1029,2013-08-18,5
1030,2013-08-20,3
1031,2013-08-21,4
1032,2013-08-22,5
1033,2013-08-23,10
1034,2013-08-24,2
1035,2013-08-26,6
1036,2013-08-27,5
1037,2013-08-28,8
1038,2013-08-29,4
1039,2013-08-30,6
1040,2013-08-31,1
1041,2013-09-03,2
1042,2013-09-04,6
1043,2013-09-05,6
1044,2013-09-06,4
1045,2013-09-09,6
1046,2013-09-10,5
1047,2013-09-11,8
1048,2013-09-12,3
1049,2013-09-13,6
1050,2013-09-14,1
1051,2013-09-15,3
1052,2013-09-16,6
1053,2013-09-17,13
1054,2013-09-18,5
1055,2013-09-20,8
1056,2013-09-23,6
1057,2013-09-24,3
1058,2013-09-25,4
1059,2013-09-26,4
1060,2013-09-27,4
1061,2013-09-30,3
1062,2013-10-01,1
1063,2013-10-02,6
1064,2013-10-03,1
1065,2013-10-04,3
1066,2013-10-05,1
1067,2013-10-06,1
1068,2013-10-08,1
1069,2013-10-09,6
1070,2013-10-10,2
1071,2013-10-11,1
1072,2013-10-12,1
1073,2013-10-14,1
1074,2013-10-16,3
1075,2013-10-17,8
1076,2013-10-18,4
1077,2013-10-19,1
1078,2013-10-22,2
1079,2013-10-23,6
1080,2013-10-24,2
1081,2013-10-25,4
1082,2013-10-28,3
1083,2013-10-30,3
1084,2013-10-31,3
1085,2013-11-01,2
1086,2013-11-05,1
1087,2013-11-06,2
1088,2013-11-07,3
1089,2013-11-08,4
1090,2013-11-09,1
1091,2013-11-11,2
1092,2013-11-12,11
1093,2013-11-13,4
1094,2013-11-14,4
1095,2013-11-15,3
1096,2013-11-16,2
1097,2013-11-17,2
1098,2013-11-18,4
1099,2013-11-19,4
1100,2013-11-20,3
1101,2013-11-21,2
1102,2013-11-23,1
1103,2013-11-25,2
1104,2013-11-26,5
1105,2013-11-27,5
1106,2013-11-28,3
1107,2013-11-30,1
1108,2013-12-02,8
1109,2013-12-04,1
1110,2013-12-05,2
1111,2013-12-06,5
1112,2013-12-08,1
1113,2013-12-09,1
1114,2013-12-10,6
1115,2013-12-11,5
1116,2013-12-12,1
1117,2013-12-13,2
1118,2013-12-15,1
1119,2013-12-16,2
1120,2013-12-17,5
1121,2013-12-18,7
1122,2013-12-19,3
1123,2013-12-20,6
1124,2013-12-21,3
1125,2013-12-22,2
1126,2013-12-23,1
1127,2013-12-24,8
1128,2013-12-27,1
1129,2013-12-29,1
1130,2013-12-31,1
1131,2014-01-03,3
1132,2014-01-06,3
1133,2014-01-07,1
1134,2014-01-09,3
1135,2014-01-10,2
1136,2014-01-11,2
1137,2014-01-13,4
1138,2014-01-14,4
1139,2014-01-15,5
1140,2014-01-17,2
1141,2014-01-18,3
1142,2014-01-19,1
1143,2014-01-20,2
1144,2014-01-21,3
1145,2014-01-22,3
1146,2014-01-23,3
1147,2014-01-24,1
1148,2014-01-26,1
1149,2014-01-27,3
1150,2014-01-28,2
1151,2014-01-29,7
1152,2014-01-30,2
1153,2014-02-01,1
1154,2014-02-02,1
1155,2014-02-03,5
1156,2014-02-04,7
1157,2014-02-05,4
1158,2014-02-06,2
1159,2014-02-07,3
1160,2014-02-10,2
1161,2014-02-11,3
1162,2014-02-12,3
1163,2014-02-13,4
1164,2014-02-14,1
1165,2014-02-16,1
1166,2014-02-17,2
1167,2014-02-18,5
1168,2014-02-19,4
1169,2014-02-20,1
1170,2014-02-21,7
1171,2014-02-22,1
1172,2014-02-24,3
1173,2014-02-25,6
1174,2014-02-26,7
1175,2014-02-27,4
1176,2014-02-28,2
1177,2014-03-01,2
1178,2014-03-03,2
1179,2014-03-04,4
1180,2014-03-05,3
1181,2014-03-06,9
1182,2014-03-08,1
1183,2014-03-10,5
1184,2014-03-11,1
1185,2014-03-12,8
1186,2014-03-13,4
1187,2014-03-14,5
1188,2014-03-15,5
1189,2014-03-16,1
1190,2014-03-17,3
1191,2014-03-18,1
1192,2014-03-19,1
1193,2014-03-20,2
1194,2014-03-21,1
1195,2014-03-22,1
1196,2014-03-24,1
1197,2014-03-25,2
1198,2014-03-26,4
1199,2014-03-27,3
1200,2014-03-28,2
1201,2014-03-29,4
1202,2014-04-01,4
1203,2014-04-03,4
1204,2014-04-04,2
1205,2014-04-05,2
1206,2014-04-07,2
1207,2014-04-09,2
1208,2014-04-10,1
1209,2014-04-11,1
1210,2014-04-12,2
1211,2014-04-13,1
1212,2014-04-14,2
1213,2014-04-15,5
1214,2014-04-16,2
1215,2014-04-17,3
1216,2014-04-18,1
1217,2014-04-19,1
1218,2014-04-20,1
1219,2014-04-22,2
1220,2014-04-23,1
1221,2014-04-24,2
1222,2014-04-25,2
1223,2014-04-29,2
1224,2014-04-30,1
1225,2014-05-02,1
1226,2014-05-07,1
1227,2014-05-10,1
1228,2014-05-11,2
1229,2014-05-14,2
1230,2014-05-15,3
1231,2014-05-16,2
1232,2014-05-17,2
1233,2014-05-19,1
1234,2014-05-20,4
1235,2014-05-22,3
1236,2014-05-23,5
1237,2014-05-26,3
1238,2014-05-27,6
1239,2014-05-28,2
1240,2014-05-29,1
1241,2014-05-30,1
1242,2014-05-31,3
1243,2014-06-02,2
1244,2014-06-03,2
1245,2014-06-06,1
1246,2014-06-08,2
